"placedVMs","numVMs","allocRate","cpuUtilRate","ramUtilRate","netUtilRate","diskUtilRate","migrations","migrationRate"
"9","9","100.0","29.241245230043372","12.057849764823914","42.17628538608551","18.64047795534134","2","22.22222222222222"
"12","12","100.0","34.24165528952612","16.374395787715912","58.96497368812561","26.273828744888306","0","0.0"
"15","15","100.0","40.91920863344059","21.634967625141144","72.20786809921265","29.46659028530121","0","0.0"
"18","18","100.0","47.05953581266553","24.92881268262863","78.78983616828918","36.59926950931549","1","5.555555555555555"
"21","21","100.0","55.62572664952457","31.23222589492798","90.70485234260559","42.86154508590698","11","52.38095238095239"
"23","24","95.83333134651184","59.06448547183374","34.775254130363464","94.52340006828308","44.50221359729767","10","41.66666666666667"
"3","3","100.0","5.110168675690432","10.991308838129044","8.843930810689926","9.746268391609192","0","0.0"
"6","6","100.0","10.106505327470996","19.44376975297928","23.014037311077118","14.874367415904999","1","16.666666666666664"
"9","9","100.0","15.07054425523065","30.98439872264862","33.897605538368225","24.65764731168747","0","0.0"
"12","12","100.0","22.089475351214784","41.22596979141235","45.79686224460602","30.110621452331543","0","0.0"
"15","15","100.0","29.190197953081213","53.06366682052612","65.9702718257904","37.068718671798706","3","20.0"
"18","18","100.0","36.309953798454856","65.2671217918396","82.8488826751709","46.687501668930054","6","33.33333333333333"
"19","21","90.47619104385376","38.87235013525361","68.69685649871826","86.69694662094116","47.024714946746826","6","28.57142857142857"
"20","24","83.33333134651184","39.59384969028724","68.52021217346191","90.49546122550964","48.62853288650513","5","20.833333333333336"
"3","3","100.0","4.384003744695527","5.818585306406021","7.792729139328003","6.765933334827423","0","0.0"
"6","6","100.0","13.370492866806682","13.253498077392578","15.685880184173584","15.757179260253906","0","0.0"
"9","9","100.0","24.06521190172638","24.301645159721375","24.16951209306717","21.704982221126556","0","0.0"
"12","12","100.0","29.325482612007253","31.76368772983551","30.53625226020813","27.685511112213135","0","0.0"
"15","15","100.0","39.32636540755385","38.28478157520294","41.00020229816437","32.99108147621155","0","0.0"
"18","18","100.0","45.587151424072395","51.32993459701538","49.15846586227417","39.32340741157532","1","5.555555555555555"
"21","21","100.0","52.9165306545621","60.514819622039795","56.135767698287964","47.57424592971802","0","0.0"
"24","24","100.0","61.90921987562847","71.33436799049377","59.855395555496216","57.113635540008545","9","37.5"
"3","3","100.0","15.916238710114383","9.417697787284851","3.292674943804741","4.916299507021904","0","0.0"
"6","6","100.0","35.58707405208786","16.343073546886444","9.074851870536804","10.365638881921768","1","16.666666666666664"
"9","9","100.0","52.7323216427157","24.120749533176422","13.987202942371368","18.453744053840637","3","33.33333333333333"
"12","12","100.0","62.810449444021685","32.71957337856293","21.065786480903625","25.207048654556274","8","66.66666666666666"
"15","15","100.0","77.11528731190164","37.759631872177124","26.22808814048767","36.17180585861206","8","53.333333333333336"
"17","18","94.44444179534912","87.11891282435388","39.325493574142456","27.141237258911133","39.44052755832672","8","44.44444444444444"
"18","21","85.71428656578064","87.2665628149913","41.665494441986084","29.177498817443848","42.33480095863342","4","19.047619047619047"
"19","24","79.16666865348816","91.31359089080037","43.58479082584381","33.05672109127045","43.96475851535797","6","25.0"
"3","3","100.0","12.849461389812019","5.68150170147419","5.830801650881767","11.247493326663971","0","0.0"
"6","6","100.0","20.807729010823785","14.131151139736176","14.064812660217285","18.499799072742462","0","0.0"
"9","9","100.0","25.438668552940648","27.869868278503418","20.52270770072937","26.357802748680115","0","0.0"
"12","12","100.0","32.597737426458714","35.56364178657532","29.126742482185364","32.63537883758545","2","16.666666666666664"
"15","15","100.0","41.20594806760401","46.84062898159027","35.448312759399414","39.04532790184021","7","46.666666666666664"
"18","18","100.0","50.87580872723313","57.16695189476013","40.93635678291321","44.316086173057556","10","55.55555555555556"
"21","21","100.0","58.326033733227234","68.65508556365967","44.048452377319336","53.822702169418335","14","66.66666666666666"
"24","24","100.0","67.34490061240221","72.82266616821289","50.981539487838745","58.70437026023865","18","75.0"
"3","3","100.0","6.676962750890898","5.362506583333015","14.86341506242752","6.731035560369492","0","0.0"
"6","6","100.0","13.935092893221427","15.459471940994263","22.73673564195633","15.356186032295227","0","0.0"
"9","9","100.0","19.75490445660305","22.737090289592743","30.414485931396484","24.124549329280853","0","0.0"
"12","12","100.0","22.528450221740055","30.132663249969482","37.126994132995605","35.803380608558655","0","0.0"
"15","15","100.0","29.144619947858125","42.6449179649353","42.95628070831299","42.10939705371857","8","53.333333333333336"
